name,winery,variety,region,country,vintage,rating,price,type,body,acidity,food_pairings
Archimedes,Francis Ford Coppola Winery,Cabernet Sauvignon,Sonoma County,United States,,4.41,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Alexis Cabernet Sauvignon,Swanson,Cabernet Sauvignon,Oakville,United States,,4.21,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Laird Family Estate,Cabernet Sauvignon,Napa Valley,United States,,4.24,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Merlot Unfiltered,Newton,Merlot,Napa Valley,United States,,4.14,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Sta. Rita Hills Pinot Noir,Siduri,Pinot Noir,Sta. Rita Hills,United States,,4.09,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Sonoma Coast Pinot Noir,Aubert,Pinot Noir,Calistoga,United States,,4.52,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Hyde Vineyard Pinot Noir,Paul Hobbs,Pinot Noir,Los Carneros,United States,,4.42,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Au Sommet,Cabernet Sauvignon,Atlas Peak,United States,,4.77,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Syrah,Lillian,Syrah/Shiraz,California,United States,,4.27,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Pinot Noir Estate Reserve,Artesa,Pinot Noir,Los Carneros,United States,,4.16,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Estate Grown Cabernet Sauvignon,Duckhorn,Cabernet Sauvignon,Napa Valley,United States,,4.26,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Napa Valley Estate Cabernet Sauvignon,Revana,Cabernet Sauvignon,Napa Valley,United States,,4.71,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Stags Leap District Cabernet Sauvignon,Martin Ray,Cabernet Sauvignon,Stags Leap District,United States,,4.28,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
The Estates Cabernet Sauvignon,Milbrandt Vineyards,Cabernet Sauvignon,Wahluke Slope,United States,,4.03,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Sonoma Vineyards Red Blend,Rodney Strong,Merlot,Sonoma County,United States,,4.11,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Cabernet Sauvignon,White Oak,Cabernet Sauvignon,California,United States,,4.0,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Helena Montana Vineyard Cabernet Sauvignon,Anakota,Cabernet Sauvignon,Knights Valley,United States,,4.37,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
San Lorenzo Zinfandel,Seghesio,Zinfandel,Sonoma County,United States,,4.13,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Elevation 1147,David Arthur,Cabernet Sauvignon,Rutherford,United States,,4.71,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Premiere Napa Valley Cabernet Sauvignon,Round Pond Estate,Cabernet Sauvignon,Napa Valley,United States,,4.54,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Salus Estate Chardonnay,Staglin,Chardonnay,Napa Valley,United States,,4.35,,White,Full-bodied,Low,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Venom,Seghesio,Sangiovese,Sonoma County,United States,,4.29,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Old Vines Petite Sirah (Red Cedar Creek Vineyard),Clayhouse,Petite Sirah,Paso Robles,United States,,4.17,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Game Meat']"
Fog’s Reach Pinot Noir,J. Lohr Vineyards & Wines,Pinot Noir,Arroyo Seco,United States,,4.07,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Far Niente,Cabernet Sauvignon,Napa Valley,United States,,4.65,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Illustration,Blackbird Vineyards,Cabernet Sauvignon,Napa Valley,United States,,4.43,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Merlot,Ehlers Estate,Merlot,St. Helena,United States,,4.33,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Barbera,Jacuzzi,Barbera,Mendocino County,United States,,4.05,,Red,Medium-bodied,High,"['Pork', 'Spicy Food', 'Poultry', 'Soft Cheese']"
Three Graces Red Blend,Clos du Val,Cabernet Sauvignon,Stags Leap District,United States,,4.4,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Chardonnay,Land of Saints,Chardonnay,Santa Barbara County,United States,,4.14,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Bechthold Vineyard Cinsault,Turley,Cinsault,California,United States,,4.06,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Proprietor's Reserve Cabernet Sauvignon,Dutcher Crossing,Cabernet Sauvignon,Dry Creek Valley,United States,,4.23,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Estate Syrah (Seven Hills Vineyard),L'Ecole No 41,Syrah/Shiraz,Walla Walla Valley,United States,,4.06,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Pinot Noir,Scribe,Pinot Noir,Los Carneros,United States,,4.22,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Stag’s Leap District Cabernet Sauvignon,Robert Mondavi,Cabernet Sauvignon,Napa Valley,United States,,4.32,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Tievoli Red Blend,Oak Farm,Zinfandel,Lodi,United States,,4.14,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Estate Pinot Noir,Tolosa,Pinot Noir,Central Coast,United States,,4.06,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Dragonfly Vineyard Cabernet Sauvignon,Nickel & Nickel,Cabernet Sauvignon,St. Helena,United States,,4.54,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Garys' Vineyard Pinot Noir,Lucia,Pinot Noir,Santa Lucia Highlands,United States,,4.39,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Estate Chardonnay,Chalone Vineyard,Chardonnay,Chalone,United States,,4.0,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Sauvignon Blanc Late Harvest,Honig,Sauvignon Blanc,Rutherford,United States,,4.16,,Dessert,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Cabernet Sauvignon,McNab Ridge,Cabernet Sauvignon,Mendocino County,United States,,4.03,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Paramour,Blackbird Vineyards,Cabernet Franc,Napa Valley,United States,,4.42,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
The Cutrer Chardonnay,Sonoma-Cutrer,Chardonnay,Russian River Valley,United States,,4.17,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Cedar Knoll Vineyard Cabernet Sauvignon,Palmaz,Cabernet Sauvignon,Napa Valley,United States,,4.22,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
The Big Red Monster Cabernet Sauvignon,Bonny Doon,Cabernet Sauvignon,California,United States,,4.09,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
G Major Seven Study Cabernet Sauvignon,Gargiulo,Cabernet Sauvignon,Oakville,United States,,4.73,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Mayote,DAOU,Cabernet Sauvignon,California,United States,,4.35,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Jenkins Ranch Pinot Noir,Patz & Hall,Pinot Noir,Sonoma County,United States,,4.29,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
The Illusionist Cabernet Sauvignon,Sleight of Hand,Cabernet Sauvignon,Columbia Valley,United States,,4.14,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Arcus Estate Pinot Noir,Archery Summit,Pinot Noir,Dundee Hills,United States,,4.4,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Monitor Ledge Vineyard Cabernet Sauvignon,Duckhorn,Cabernet Sauvignon,Napa Valley,United States,,4.55,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Januik,Cabernet Sauvignon,Columbia Valley,United States,,4.1,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Dubious Petite Sirah,Macchia,Petite Sirah,California,United States,,4.1,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Game Meat']"
Exposure Cabernet Sauvignon,Oakville East,Cabernet Sauvignon,Oakville,United States,,4.39,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Andrew Geoffrey Vineyards,Cabernet Sauvignon,Diamond Mountain District,United States,,4.5,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Chardonnay,Miner,Chardonnay,Napa Valley,United States,,4.1,,White,Full-bodied,Low,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
District Collection Cabernet Sauvignon,Raymond,Cabernet Sauvignon,Rutherford,United States,,4.24,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Pinot Noir,Omero,Pinot Noir,Willamette Valley,United States,,4.0,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Reserve Cabernet Sauvignon,Iter,Cabernet Sauvignon,Napa Valley,United States,,4.02,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Peters Vineyard Pinot Noir,Anthill Farms,Pinot Noir,Sonoma Coast,United States,,4.44,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Hafner,Cabernet Sauvignon,Alexander Valley,United States,,4.41,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Gino's Vineyard Zinfandel,Sbragia,Zinfandel,California,United States,,4.16,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Mother of Exiles,Denner Vineyards,Cabernet Sauvignon,Paso Robles,United States,,4.45,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Pinot Noir,Fogdog,Pinot Noir,Sonoma Coast,United States,,4.07,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Petite Sirah,Madrigal,Petite Sirah,Napa Valley,United States,,4.26,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Game Meat']"
Cabernet Sauvignon,Highlands,Cabernet Sauvignon,Napa Valley,United States,,4.19,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cambium,Sequoia Grove,Cabernet Sauvignon,Napa Valley,United States,,4.68,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Estate Pinot Noir,Scribe,Pinot Noir,Sonoma Coast,United States,,4.27,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Fortis Cabernet Sauvignon,Pine Ridge,Cabernet Sauvignon,Napa Valley,United States,,4.82,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Vintner's Reserve Pinot Noir Rosé,Samuel Robert,Pinot Noir,Willamette Valley,United States,,4.05,,Rosé,Medium-bodied,Low,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Malbec Mendoza Reserve,V.No,Malbec,Mendoza,Argentina,,3.68,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Reserve Pinot Noir,North Valley,Pinot Noir,Willamette Valley,United States,,4.37,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Estate Pinot Noir,Thomas George,Pinot Noir,Russian River Valley,United States,,4.4,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Napa River Ranch Merlot,Hall,Merlot,Napa Valley,United States,,4.08,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Blend 24,B Cellars,Cabernet Sauvignon,Napa Valley,United States,,4.38,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Zinfandel,Cakebread,Zinfandel,Red Hills Lake County,United States,,4.08,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Cabernet Sauvignon,Maze,Cabernet Sauvignon,Napa Valley,United States,,4.5,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Copper Streak Vineyard Cabernet Sauvignon,Nickel & Nickel,Cabernet Sauvignon,Stags Leap District,United States,,4.59,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Crémant Demi-Sec,Schramsberg,Chardonnay,Napa Valley,United States,,4.03,,Sparkling,Medium-bodied,High,"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish']"
Claret,White Rock Vineyards,Cabernet Sauvignon,Napa Valley,United States,,4.28,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Yardstick Ruth's Reach Cabernet Sauvignon,Goldschmidt Vineyards,Cabernet Sauvignon,Napa Valley,United States,,4.03,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Estate Pinot Noir,Pisoni Vineyards,Pinot Noir,Santa Lucia Highlands,United States,,4.53,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Amparo Rosé,Stags' Leap,Grenache,Napa Valley,United States,,4.21,,Rosé,Medium-bodied,Medium,"['Shellfish', 'Spicy Food', 'Appetizer', 'Snack', 'Fruit Dessert']"
River Pass Vineyard Cabernet Sauvignon,The Counselor,Cabernet Sauvignon,Alexander Valley,United States,,4.22,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Zinfandel Signal Fire Vineyard,Venge Vineyards,Zinfandel,Calistoga,United States,,4.51,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Zinfandel,Brochelle,Zinfandel,Central Coast,United States,,4.47,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Comptche Ridge Vineyard Pinot Noir,Anthill Farms,Pinot Noir,Mendocino,United States,,4.32,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon Endeavour,Dry Creek Vineyard,Cabernet Sauvignon,Dry Creek Valley,United States,,4.29,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Croze,Cabernet Sauvignon,Oakville,United States,,4.21,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Vintage Reserve,Gundlach Bundschu,Cabernet Sauvignon,Sonoma Valley,United States,,4.64,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
The Devil You Know,Gorman Winery,Syrah/Shiraz,Columbia Valley,United States,,4.11,,Red,Medium-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Discovery Collection Rosé,DAOU,Grenache,California,United States,,4.01,,Rosé,Medium-bodied,Medium,"['Shellfish', 'Spicy Food', 'Appetizer', 'Snack', 'Fruit Dessert']"
Alexander School Reserve Cabernet Sauvignon,Alexander Valley Vineyards,Cabernet Sauvignon,Alexander Valley,United States,,4.21,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Kiona Vineyards,Cabernet Sauvignon,Washington,United States,,4.04,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Reserve Cabernet Sauvignon,Francis Ford Coppola Winery,Cabernet Sauvignon,Sonoma County,United States,,4.19,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Napa Valley Cabernet Sauvignon,Vine Cliff,Cabernet Sauvignon,Napa Valley,United States,,4.37,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Riesling,Smith-Madrone Winery & Vineyards,Riesling,Spring Mountain District,United States,,4.13,,White,Medium-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Napa Valley Cabernet Sauvignon,Hunnicutt,Cabernet Sauvignon,Napa Valley,United States,,4.52,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Unoaked Chardonnay,Jac Cole,Chardonnay,North Coast,United States,,4.0,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Stagecoach Vineyard Merlot,Miner,Merlot,Napa Valley,United States,,4.0,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Cabernet Sauvignon,Roy Estate,Cabernet Sauvignon,Napa Valley,United States,,4.66,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
M Cabernet Sauvignon,Michael Mondavi,Cabernet Sauvignon,Napa Valley,United States,,4.65,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Purlieu,Cabernet Sauvignon,Napa Valley,United States,,4.54,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
La Sangre de Jonata,Jonata,Syrah/Shiraz,Ballard Canyon,United States,,4.39,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Entre Deux Mères Cabernet Sauvignon,Drinkward Peschon,Cabernet Sauvignon,Napa Valley,United States,,4.46,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Sanford & Benedict Vineyard Pinot Noir,Chanin,Pinot Noir,Santa Barbara County,United States,,4.35,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon Reserve,Sequoia Grove,Cabernet Sauvignon,Rutherford,United States,,4.43,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Adventurous Linsteadt Vineyard Zinfandel,Macchia,Zinfandel,Amador County,United States,,4.07,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Treehouse Pinot Noir,Cirq,Pinot Noir,Russian River Valley,United States,,4.92,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Franc,Paradigm,Cabernet Franc,Oakville,United States,,4.48,,Red,Medium-bodied,High,"['Beef', 'Pork', 'Game Meat', 'Poultry']"
Coombsville Reserve Cabernet Sauvignon,Maroon,Cabernet Sauvignon,Coombsville,United States,,4.2,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
PreVail Back Forty,Ferrari Carano,Cabernet Sauvignon,Sonoma County,United States,,4.65,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Estate Cabernet Franc (Cave Fermented),Jarvis,Cabernet Franc,Napa Valley,United States,,4.54,,Red,Medium-bodied,High,"['Beef', 'Pork', 'Game Meat', 'Poultry']"
Buchignani Ranch Carignane,Ridge Vineyards,Carignan/Cariñena,Sonoma County,United States,,4.16,,Red,Medium-bodied,Medium,"['Beef', 'Spicy Food']"
Reserve Cabernet Sauvignon,Cade,Cabernet Sauvignon,Howell Mountain,United States,,4.76,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon State Lane Corley,Monticello Vineyards,Cabernet Sauvignon,Yountville,United States,,4.3,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Contrarian,Blackbird Vineyards,Cabernet Sauvignon,Napa Valley,United States,,4.38,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
York Creek Vineyard Petite Sirah,Elyse,Petite Sirah,Napa Valley,United States,,4.14,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Game Meat']"
Onda Cabernet Sauvignon,Dana,Cabernet Sauvignon,Napa Valley,United States,,4.6,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Wester Reach Pinot Noir,DuMOL,Pinot Noir,Russian River Valley,United States,,4.57,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Reserve Cabernet Sauvignon,ZD Wines,Cabernet Sauvignon,Napa Valley,United States,,4.58,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Pinot Noir UV Vineyard,Aubert,Pinot Noir,Sonoma Coast,United States,,4.6,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Cabernet Sauvignon,Kobalt Wines,Cabernet Sauvignon,Napa Valley,United States,,4.41,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Evangelho Vineyard Heritage,Bedrock Wine Co.,Zinfandel,Contra Costa County,United States,,4.06,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
C'est Si Bon (Naggiar Vineyard),Elyse,Syrah/Shiraz,Napa Valley,United States,,4.04,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
M5 Cabernet Sauvignon (Stagecoach Vineyard),Krupp Brothers,Cabernet Sauvignon,Napa Valley,United States,,4.6,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Rubicon,Niebaum Coppola,Cabernet Sauvignon,Rutherford,United States,,4.55,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Nuns Canyon Vineyard Reserve Cabernet Sauvignon,St. Francis,Cabernet Sauvignon,Sonoma County,United States,,4.01,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Poetry Cabernet Sauvignon,Cliff Lede,Cabernet Sauvignon,Yountville,United States,,4.78,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Kathryn Kennedy Winery,Cabernet Sauvignon,Santa Cruz Mountains,United States,,4.36,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Merlot,Robert Foley Vineyards,Cabernet Sauvignon,Napa Valley,United States,,4.29,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Palengat Red,Quilceda Creek,Cabernet Sauvignon,Horse Heaven Hills,United States,,4.53,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Hirsch Vineyard Pinot Noir,Failla,Pinot Noir,St. Helena,United States,,4.41,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Padrone Proprietary Red,Signorello Estate,Cabernet Sauvignon,Napa Valley,United States,,4.58,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Family Home Cabernet Sauvignon,Gamble Family Vineyards,Cabernet Sauvignon,Oakville,United States,,4.35,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Howell Mountain Cabernet Sauvignon,Lokoya,Cabernet Sauvignon,Napa Valley,United States,,4.8,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Zinfandel,T-Vine Winery,Zinfandel,Howell Mountain,United States,,4.19,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Cult Cabernet Sauvignon,Beau Vigne,Cabernet Sauvignon,Napa Valley,United States,,4.34,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Viognier,Pride Mountain Vineyards,Viognier,Sonoma County,United States,,4.15,,White,Medium-bodied,Low,"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry']"
Signaterra Sangiacomo Vineyard West Rows Chardonnay,Benziger,Chardonnay,Los Carneros,United States,,4.06,,White,Full-bodied,Low,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Cabernet Sauvignon Caves Lot R Colbert French Oak,Del Dotto,Cabernet Sauvignon,St. Helena,United States,,4.55,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Chenin Blanc,Husch Vineyards,Chenin Blanc,Mendocino,United States,,4.0,,White,Medium-bodied,High,"['Shellfish', 'Spicy Food', 'Lean Fish', 'Soft Cheese']"
Cabernet Sauvignon,Dakota Shy,Cabernet Sauvignon,Napa Valley,United States,,4.71,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
